(25, 61)
(37, 62)
(20, 63)
(30, 64)
(53, 65)
(60, 65)
(31, 66)
(4, 67)
(52, 67)
(2, 68)
(14, 68)
(17, 68)
(40, 68)
(43, 68)
(67, 68)
(1, 69)
(19, 69)
(9, 70)
(10, 70)
(11, 70)
(27, 70)
(28, 70)
(50, 70)
(72, 70)
(7, 71)
(21, 71)
(47, 71)
(55, 71)
(56, 71)
(66, 71)
(26, 72)
(38, 72)
(70, 72)
(39, 73)
(58, 73)
(22, 74)
(59, 74)
(76, 74)
(3, 75)
(44, 75)
(49, 75)
(51, 75)
(42, 76)
(68, 76)
(73, 76)
(78, 76)
(18, 77)
(35, 77)
(45, 77)
(54, 77)
(57, 77)
(71, 77)
(6, 78)
(61, 78)
(69, 78)
(74, 78)
(12, 79)
(24, 79)
(36, 79)
(46, 80)
(65, 80)
(5, 81)
(23, 81)
(33, 81)
(64, 81)
(80, 81)
(13, 82)
(29, 82)
(48, 82)
(63, 83)
(77, 83)
(8, 84)
(32, 84)
(41, 85)
(75, 85)
(62, 86)
(16, 88)
(79, 88)
(34, 89)
(15, 93)
