(35, 61)
(41, 62)
(50, 62)
(1, 63)
(21, 63)
(15, 64)
(17, 66)
(19, 66)
(45, 66)
(34, 67)
(4, 68)
(47, 68)
(75, 68)
(18, 69)
(26, 69)
(36, 69)
(66, 69)
(76, 69)
(77, 69)
(79, 69)
(32, 70)
(29, 71)
(38, 71)
(46, 71)
(49, 71)
(5, 72)
(40, 72)
(80, 72)
(14, 73)
(16, 73)
(43, 73)
(57, 73)
(64, 73)
(68, 73)
(7, 74)
(56, 74)
(59, 74)
(54, 75)
(67, 75)
(11, 76)
(33, 76)
(52, 76)
(53, 76)
(60, 76)
(8, 77)
(9, 77)
(13, 77)
(20, 77)
(24, 77)
(31, 77)
(65, 77)
(71, 77)
(72, 77)
(73, 77)
(22, 78)
(44, 78)
(58, 78)
(70, 78)
(74, 78)
(78, 78)
(6, 79)
(51, 79)
(3, 80)
(10, 80)
(42, 80)
(27, 81)
(62, 81)
(63, 81)
(48, 82)
(37, 83)
(69, 83)
(39, 85)
(2, 86)
(25, 86)
(30, 87)
(61, 87)
(23, 88)
(12, 89)
(28, 89)
(55, 89)
