(63, 55)
(71, 57)
(41, 59)
(9, 60)
(68, 60)
(18, 61)
(11, 63)
(38, 64)
(62, 64)
(4, 65)
(8, 66)
(23, 66)
(15, 67)
(30, 67)
(54, 67)
(70, 67)
(77, 67)
(67, 68)
(1, 69)
(3, 69)
(5, 69)
(46, 69)
(55, 69)
(75, 69)
(25, 70)
(61, 70)
(22, 71)
(39, 71)
(43, 71)
(51, 72)
(29, 73)
(40, 73)
(42, 73)
(47, 73)
(60, 73)
(69, 73)
(20, 74)
(37, 74)
(50, 74)
(58, 74)
(59, 74)
(49, 75)
(45, 76)
(72, 76)
(76, 76)
(2, 77)
(17, 77)
(26, 77)
(31, 77)
(44, 77)
(65, 77)
(19, 78)
(36, 78)
(52, 79)
(12, 80)
(21, 80)
(35, 80)
(64, 80)
(13, 81)
(66, 81)
(14, 82)
(24, 82)
(28, 83)
(34, 83)
(53, 83)
(79, 83)
(32, 84)
(33, 84)
(57, 84)
(6, 85)
(56, 86)
(74, 86)
(80, 86)
(78, 87)
(7, 88)
(10, 88)
(48, 88)
(16, 89)
(27, 91)
(73, 106)
