(63, 57)
(80, 58)
(49, 61)
(48, 62)
(5, 63)
(12, 63)
(32, 63)
(75, 64)
(66, 65)
(78, 65)
(79, 65)
(27, 66)
(29, 66)
(46, 66)
(20, 67)
(38, 67)
(70, 68)
(4, 69)
(28, 69)
(40, 69)
(33, 70)
(41, 70)
(45, 70)
(56, 70)
(59, 70)
(53, 71)
(74, 71)
(62, 72)
(16, 73)
(21, 73)
(54, 73)
(24, 74)
(39, 74)
(1, 75)
(35, 75)
(55, 75)
(68, 75)
(76, 75)
(22, 76)
(26, 76)
(50, 76)
(52, 76)
(8, 77)
(13, 77)
(17, 77)
(31, 77)
(44, 77)
(19, 78)
(65, 78)
(10, 79)
(14, 79)
(25, 79)
(37, 79)
(47, 79)
(73, 79)
(7, 80)
(23, 80)
(57, 80)
(69, 80)
(71, 80)
(2, 81)
(9, 81)
(36, 81)
(64, 81)
(30, 82)
(77, 82)
(15, 83)
(58, 83)
(3, 84)
(42, 84)
(43, 84)
(72, 84)
(11, 85)
(18, 85)
(60, 85)
(6, 86)
(34, 86)
(61, 87)
(51, 88)
(67, 90)
