(4, 57)
(60, 58)
(12, 63)
(1, 64)
(39, 64)
(49, 64)
(73, 64)
(59, 65)
(70, 66)
(26, 67)
(38, 67)
(62, 67)
(42, 68)
(5, 69)
(67, 69)
(13, 70)
(52, 70)
(65, 70)
(6, 71)
(31, 71)
(43, 71)
(2, 72)
(10, 72)
(25, 72)
(35, 72)
(69, 72)
(76, 72)
(47, 73)
(18, 74)
(30, 74)
(44, 74)
(45, 74)
(50, 74)
(51, 74)
(80, 74)
(23, 75)
(36, 75)
(66, 75)
(20, 76)
(57, 76)
(63, 76)
(71, 76)
(11, 77)
(16, 77)
(19, 77)
(24, 77)
(27, 77)
(40, 77)
(53, 77)
(58, 77)
(72, 77)
(77, 77)
(22, 78)
(32, 78)
(34, 78)
(37, 78)
(46, 78)
(61, 78)
(14, 79)
(41, 79)
(48, 79)
(64, 79)
(9, 80)
(55, 80)
(74, 80)
(3, 81)
(8, 81)
(15, 81)
(56, 81)
(17, 82)
(33, 82)
(21, 83)
(79, 83)
(7, 85)
(54, 85)
(75, 85)
(78, 85)
(68, 87)
(28, 89)
(29, 89)
