(32, 58)
(29, 59)
(57, 60)
(25, 62)
(58, 63)
(76, 63)
(40, 64)
(7, 66)
(35, 66)
(6, 67)
(42, 67)
(50, 67)
(26, 68)
(47, 68)
(75, 68)
(79, 68)
(9, 69)
(14, 69)
(27, 69)
(55, 69)
(18, 70)
(39, 70)
(43, 70)
(17, 71)
(73, 71)
(56, 72)
(60, 72)
(72, 72)
(4, 73)
(28, 73)
(30, 73)
(53, 73)
(67, 73)
(24, 74)
(34, 74)
(45, 74)
(46, 74)
(59, 74)
(65, 74)
(2, 75)
(64, 75)
(31, 76)
(41, 76)
(63, 76)
(1, 77)
(11, 77)
(20, 77)
(36, 77)
(44, 77)
(61, 77)
(62, 77)
(8, 78)
(19, 78)
(48, 78)
(51, 78)
(54, 78)
(5, 79)
(16, 79)
(49, 79)
(52, 79)
(66, 79)
(70, 79)
(33, 80)
(3, 81)
(80, 81)
(21, 82)
(22, 83)
(37, 83)
(38, 83)
(10, 84)
(12, 84)
(15, 84)
(74, 84)
(69, 85)
(23, 86)
(77, 86)
(71, 87)
(13, 90)
(78, 94)
(68, 95)
