(39, 56)
(64, 60)
(25, 62)
(47, 62)
(56, 62)
(20, 63)
(34, 63)
(22, 64)
(4, 65)
(18, 65)
(21, 65)
(29, 65)
(43, 65)
(46, 65)
(62, 66)
(65, 66)
(79, 66)
(41, 67)
(66, 67)
(74, 67)
(67, 68)
(7, 69)
(23, 69)
(58, 69)
(59, 69)
(44, 70)
(45, 71)
(12, 72)
(27, 72)
(28, 72)
(69, 72)
(53, 73)
(1, 74)
(3, 74)
(14, 74)
(30, 74)
(31, 74)
(50, 74)
(63, 74)
(77, 74)
(24, 75)
(33, 75)
(38, 75)
(42, 75)
(6, 76)
(51, 76)
(73, 76)
(75, 76)
(11, 77)
(48, 77)
(5, 78)
(8, 78)
(26, 78)
(49, 78)
(71, 78)
(2, 79)
(57, 79)
(61, 79)
(15, 80)
(17, 80)
(19, 81)
(52, 81)
(36, 82)
(54, 82)
(10, 84)
(60, 84)
(13, 85)
(16, 85)
(35, 85)
(55, 86)
(70, 87)
(32, 88)
(76, 88)
(80, 88)
(72, 89)
(9, 90)
(40, 90)
(78, 91)
(68, 93)
(37, 97)
