(15, 50)
(75, 61)
(66, 62)
(11, 65)
(23, 66)
(8, 67)
(27, 67)
(76, 67)
(80, 67)
(13, 68)
(31, 68)
(68, 68)
(32, 69)
(44, 69)
(57, 69)
(7, 70)
(61, 70)
(65, 70)
(30, 71)
(33, 71)
(34, 71)
(40, 71)
(46, 71)
(50, 71)
(62, 71)
(35, 72)
(77, 72)
(21, 73)
(28, 73)
(38, 73)
(60, 73)
(64, 73)
(16, 74)
(39, 74)
(43, 74)
(69, 74)
(4, 75)
(19, 75)
(37, 75)
(55, 75)
(70, 75)
(71, 75)
(72, 75)
(73, 75)
(78, 75)
(79, 75)
(1, 76)
(29, 76)
(42, 76)
(67, 76)
(47, 77)
(54, 77)
(18, 78)
(20, 78)
(25, 78)
(36, 78)
(51, 78)
(52, 78)
(53, 79)
(59, 79)
(10, 80)
(22, 80)
(45, 80)
(2, 81)
(9, 81)
(12, 81)
(17, 81)
(24, 81)
(48, 81)
(41, 83)
(49, 83)
(56, 83)
(5, 84)
(63, 84)
(14, 86)
(26, 86)
(58, 88)
(74, 88)
(6, 89)
(3, 91)
