(3, 59)
(69, 59)
(75, 61)
(7, 64)
(57, 64)
(19, 66)
(23, 66)
(39, 67)
(27, 68)
(28, 68)
(33, 68)
(68, 68)
(74, 68)
(40, 69)
(9, 70)
(47, 70)
(48, 70)
(51, 70)
(55, 70)
(59, 70)
(64, 70)
(70, 70)
(6, 71)
(21, 71)
(61, 71)
(72, 71)
(42, 72)
(43, 72)
(44, 72)
(60, 72)
(11, 73)
(13, 73)
(63, 73)
(78, 73)
(5, 74)
(16, 74)
(73, 74)
(77, 74)
(18, 75)
(22, 75)
(24, 75)
(25, 75)
(49, 75)
(54, 75)
(79, 75)
(4, 76)
(8, 76)
(17, 76)
(58, 76)
(56, 77)
(76, 77)
(1, 78)
(2, 78)
(20, 78)
(30, 78)
(36, 78)
(62, 78)
(65, 78)
(66, 78)
(67, 78)
(26, 79)
(35, 80)
(37, 80)
(50, 80)
(15, 81)
(41, 81)
(71, 81)
(31, 82)
(38, 82)
(12, 83)
(46, 83)
(53, 84)
(29, 85)
(52, 85)
(34, 86)
(80, 87)
(32, 89)
(14, 90)
(45, 90)
(10, 92)
