(74, 59)
(29, 61)
(46, 61)
(18, 65)
(27, 65)
(2, 66)
(6, 66)
(14, 66)
(47, 66)
(63, 66)
(79, 66)
(20, 67)
(25, 67)
(26, 67)
(52, 67)
(33, 68)
(48, 68)
(16, 69)
(57, 69)
(7, 70)
(41, 70)
(15, 71)
(42, 71)
(67, 71)
(73, 71)
(4, 72)
(31, 72)
(35, 72)
(45, 72)
(62, 72)
(24, 73)
(34, 73)
(43, 73)
(54, 73)
(1, 74)
(55, 74)
(56, 74)
(68, 74)
(8, 75)
(13, 75)
(22, 75)
(36, 75)
(58, 75)
(64, 75)
(75, 75)
(77, 75)
(3, 76)
(11, 76)
(21, 76)
(30, 76)
(37, 76)
(39, 76)
(72, 76)
(78, 76)
(59, 77)
(71, 77)
(28, 78)
(38, 78)
(66, 78)
(53, 79)
(5, 80)
(60, 80)
(69, 80)
(12, 81)
(23, 81)
(49, 81)
(51, 81)
(9, 83)
(17, 83)
(44, 83)
(70, 84)
(19, 85)
(61, 86)
(10, 88)
(40, 88)
(76, 88)
(32, 89)
(50, 92)
(65, 93)
(80, 98)
